Master Catalog,Identifier,Parent Identifier,Name US,URL keyword,Page title,Meta description,Facet Management,STORE,Short Description,Published
FALSE,Globe-Valves-cv,Control-Valves,Globe Valves,globe-valves-cv,Products - Globe Valves|Emerson,Browse Globe Valves products,Manufacturer|EMR Valve Type|EMR Industry|EMR Application|EMR Material|EMR Critical Service|EMR Pressure Class|EMR Certifications|EMR Valve Size|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Flow Characteristics|EMR Valve Size Standard,EMR,,TRUE
FALSE,Globe-Valves-isv,Isolation-Shut-off-Valves,Globe Valves,globe-valves-isv,Products - Globe Valves|Emerson,Browse Globe Valves products,Manufacturer|EMR Valve Type|EMR Industry|EMR Application|EMR Material|EMR Standards|EMR Pressure Class|EMR Certifications|EMR Valve Size|EMR Body Design|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Power Source|EMR Stem|EMR Seat Seal Type|EMR Bore|EMR Media|EMR Max Outlet Pressure|EMR Valve Size|EMR Valve Size Standard,EMR,,TRUE
FALSE,Globe-Valves-rrv,Regulators-Relief-Valves,Globe Valves,globe-valves-rrv,Products - Globe Valves|Emerson,Browse Globe Valves products,Manufacturer|EMR Industry|EMR Segment|EMR Application|EMR Certifications|EMR Valve Size|EMR Media|EMR Valve Type|EMR Max Inlet Pressure|EMR Max Outlet Pressure|EMR Operating Temperature|EMR Standards,EMR,,TRUE
FALSE,Grind2Energy,Climate-Technologies,Grind2Energy,grind2energy,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Grind2energy,Foodservice-Equipment,Grind2energy,grind2energy,Grind2energy Food Waste Recycling System | InSinkErator,"From start to finish, Grind2Energy will make the disposal of your food waste cleaner, easier and more efficient.",,ISE,,TRUE
FALSE,Grippers,Pneumatic-Cylinders-Actuators,Grippers,grippers,Products - Grippers | Emerson,Browse Grippers ,EMR Industry|EMR Product Series|EMR Version,EMR,,TRUE
FALSE,Grounding-Indicators-Devices,Controls,Grounding Indicators and Devices,grounding-indicators-devices,Products - Grounding Indicators and Devices|Emerson,Browse Grounding Indicators and Devices products,Manufacturer|EMR Industry,EMR,,TRUE
FALSE,GSX-Platform,Ultrasonic-Plastic-Welding,GSX Platform,gsx-platform,Products - GSX Platform | Emerson,Browse GSX Platform Products,Manufacturer|EMR Industry|EMR Segment,EMR,,TRUE
FALSE,Guided-Cylinders,Pneumatic-Cylinders-Actuators,Guided Cylinders,guided-cylinders,Products - Guided Cylinders | Emerson,Browse Guided Cylinders ,EMR Industry|EMR Product Series|EMR Bore Size|EMR Compressed air connection|EMR Cushioning,EMR,,TRUE
FALSE,Guided-Wave-Radar,Continuous-Level-Measurement,Guided Wave Radar,guided-wave-radar,Products - Guided Wave Radar | Emerson,Browse Guided Wave Radar Products,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Technology Type|EMR Communication Protocol|,EMR,,TRUE
FALSE,Guide-Units,Cylinder-Accessories,Guide Units,guide-units,Products - Guide Units | Emerson,Browse Guide Units ,EMR Industry|EMR Product Series|EMR Bore Size|EMR Suitable for cylinder norm,EMR,,TRUE
FALSE,Handheld-Systems,Ultrasonic-Plastic-Welding,Handheld Systems,handheld-systems,Products - Handheld Systems|Emerson,Browse Handheld Systems products,Manufacturer|EMR Industry|EMR Segment|EMR Frequency|EMR Output Power,EMR,,TRUE
FALSE,Handling-Connection-Kits,Cylinder-Accessories,Handling Connection Kits,handling-connection-kits,Products - Handling Connection Kits | Emerson,Browse Handling Connection Kits ,EMR Industry|EMR Product Series|EMR Cylinder series,EMR,,TRUE
FALSE,Hand-Valves,Instrumentation-Valves,Hand Valves,hand-valves,Products - Hand Valves | Emerson,Browse Hand Valves ,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Hand-Washing,Foodservice-Equipment,Hand Washing,hand-washing,Commercial Hand Washing Equipment | InSinkErator,Top of the line commercial hand sink and hand washing stations.,,ISE,,TRUE
FALSE,Hazardous-Conduit-Bodies-Boxes,Hazardous-Location-Fittings,Hazardous Location Conduit Bodies and Boxes,hazardous-conduit-bodies-boxes,Products - Hazardous Location Conduit Bodies and Boxes|Emerson,Browse Hazardous Location Conduit Bodies and Boxes products,EMR Area Classification|EMR Certifications|EMR Product Type|EMR Material|Manufacturer|EMR Industry,EMR,,TRUE
FALSE,Hazardous-Location-Cable-Glands,Hazardous-Location-Fittings,Hazardous Location Cable Glands,hazardous-location-cable-glands,Products - Hazardous Location Cable Glands|Emerson,Browse Hazardous Location Cable Glands products,EMR Area Classification|EMR Certifications|EMR Product Type|EMR Material|EMR Finish|Manufacturer|EMR Industry,EMR,,TRUE
FALSE,Hazardous-Location-Conduit-Fittings,Hazardous-Location-Fittings,Hazardous Location Conduit Fittings,hazardous-location-conduit-fittings,Products - Hazardous Location Conduit Fittings|Emerson,Browse Hazardous Location Conduit Fittings products,EMR Area Classification|EMR Certifications|EMR Product Type|EMR Material|Manufacturer|EMR Industry,EMR,,TRUE
FALSE,Hazardous-Location-Drain-and-Breathers,Hazardous-Location-Fittings,Hazardous Location Drain and Breathers,hazardous-location-drain-breathers,Products - Hazardous Location Drain and Breathers|Emerson,Browse Hazardous Location Drain and Breathers products,EMR Area Classification|EMR Certifications|Manufacturer|EMR Industry,EMR,,TRUE
FALSE,Hazardous-Location-Firestop-Solutions,Sealants-Firestop-Solutions,Hazardous Location Firestop Solutions,hazardous-location-firestop-solutions,Products - Hazardous Location Firestop Solutions|Emerson,Browse Hazardous Location Firestop Solutions products,EMR Area Classification|EMR Certifications|EMR Product Type,EMR,,TRUE
FALSE,Hazardous-Location-Fittings,Fittings,Hazardous Location Fittings,hazardous-location-fittings,Products - Hazardous Location Fittings|Emerson,Browse Hazardous Location Fittings products,Manufacturer|EMR Industry,EMR,,TRUE
FALSE,Hazardous-Location-Junction-Boxes,Enclosures-Junction-Boxes,Hazardous Location Junction Boxes,hazardous-location-junction-boxes,Products - Hazardous Location Junction Boxes|Emerson,Browse Hazardous Location Junction Boxes products,EMR Area Classification|EMR Certifications|EMR Product Type|EMR Material|EMR Finish|EMR Industry,EMR,,TRUE
FALSE,Hazardous-Location-Sealing-Fittings,Hazardous-Location-Fittings,Hazardous Location Sealing Fittings,hazardous-location-sealing-fittings,Products - Hazardous Location Sealing Fittings|Emerson,Browse Hazardous Location Sealing Fittings products,EMR Area Classification|EMR Certifications|EMR Product Type|EMR Material|EMR Finish|Manufacturer|EMR Industry,EMR,,TRUE
FALSE,Header-tanks,Accessories-SP,Header tanks,header-tanks,Products - Header tanks | Emerson,Browse Header Tanks ,Manufacturer|EMR Accessory Type|EMR Application|EMR Availability|EMR Certifications|EMR Flow Range Cv|EMR Frequency|EMR Function|EMR Industry|EMR Material|EMR Media|EMR Pipe Port Size|EMR Voltage,EMR,,TRUE
FALSE,Health-Monitoring,Asset-Monitoring,Health Monitoring,health-monitoring,Products - Health Monitoring | Emerson,Browse Health Monitoring products,Manufacturer|EMR Industry,EMR,,TRUE
FALSE,Heating-and-Air-Conditioning,Climate-Technologies,Heating and Air Conditioning,heating-and-air-conditioning,,,EMR Platform,CLIMATE,,TRUE
FALSE,Heating-Controls,Heating-and-Air-Conditioning,Heating Controls,heating-controls,,,EMR Platform|Manufacturer|EMR Industry|EMR Opening Style|EMR Pipe Port Size|EMR Side Taps|EMR Stages|EMR Universal|EMR Voltage|EMR Blower Motor|EMR Control Type|EMR Ignitor|EMR Ignitor Voltage|EMR Ignitor Voltage,CLIMATE,,TRUE
FALSE,Heating-Sensors,Heating-Controls,Heating Sensors,heating-sensors,,,EMR Platform|Manufacturer|EMR Industry|EMR Universal,CLIMATE,,TRUE
FALSE,Heat-Pump-Screw-Compressors,Industrial-Heat-Pumps,Heat Pump Screw Compressors,heat-pump-screw-compressors,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Hermetic-Solutions,Sensing-and-Protection-Devices,Hermetic Solutions,hermetic-solutions,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,High-Performance-Butterfly-Valves,Control-Valves,High-Performance Butterfly Valves,high-performance-butterfly-valves,Products - High-Performance Butterfly Valves|Emerson,Browse High-Performance Butterfly Valves products,Manufacturer|EMR Valve Type|EMR Industry|EMR Application|EMR Material|EMR Critical Service|EMR Pressure Class|EMR Certifications|EMR Valve Size|EMR Process Connection Type|EMR Operating Temperature|EMR Shutoff Class|EMR Flow Characteristics|EMR Valve Size Standard,EMR,,TRUE
FALSE,High-Pressure-Instruments,Inline-Monitoring,High Pressure Instruments,high-pressure-instruments,Products - High Pressure Instruments|Emerson,Browse High Pressure Instruments products,EMR Max Operating Pressure PSI|EMR Media|EMR Operating Temperature|EMR Process Connection Type,EMR,,TRUE
TRUE,Hipstyle-Vacuums,Vacuums,Hipstyle-Vacuums,m-hipstyle-vacuums,,,,PROTEAM,Hipstyle-Vacuums,TRUE
FALSE,Historians,DeltaV-Distributed-Control-System-Process-Industries,Historians,historians,Products - Historians|Emerson,Browse Historians products,,EMR,,TRUE
FALSE,Home-Depot-Disposals,Garbage-Disposals,Home Depot Disposals,home-depot-disposals,Home Depot Garbage Disposals | InSinkErator,The Home Depot Garbage Disposals by InSinkErator.,EMR Power Cord Attached|EMR Horsepower Range|EMR Stages,ISE,,FALSE
FALSE,Home-Repair-and-Maintenance,Climate-Technologies,Home Repair and Maintenance,home-repair-and-maintenance,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Hot-Plate-Welding,Welding-Assembly-Cleaning,Hot Plate Welding,hot-plate-welding,Products - Hot Plate Welding|Emerson,Browse Hot Plate Welding products,Manufacturer|EMR Industry|EMR Segment,EMR,,TRUE
FALSE,Hot-Water-Dispensers,Climate-Technologies,Hot Water Dispensers,hot-water-dispensers,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Hot-WaterSteam-Valves,Solenoid-Valves,Hot Water/Steam Valves,hot-watersteam-valves,Products - Hot Water/Steam Valves | Emerson,Browse Hot Water/Steam Valves ,Manufacturer|EMR Actuation|EMR Body Material|EMR Valve Function|EMR Media|EMR Pipe Port Size|EMR Flow Range Cv|EMR Max Operating Pressure Range|EMR Voltage|EMR Frequency|EMR Certifications|EMR Application|EMR Industry,EMR,,TRUE
FALSE,Hot-Water-Tap-Systems,Steaming-Hot-Water-Taps,Hot Water Tap Systems,steaming-hot-water-tap-systems,Steaming Hot Water Tap Systems | InSinkErator UK,InSinkErator instant hot water taps make boiling the kettle a thing of the past. Find the perfect tap for your kitchen at InSinkErator. Order online now.,,ISE,,TRUE
FALSE,Humidity-and-Dew-Point-Sensors,Sensors,Humidity and Dew Point Sensors,humidity-and-dew-point-sensors,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Humidity-Products,Sensing-and-Protection-Devices,Humidity Products,humidity-products,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Hydraulic Actuators,Actuators,Hydraulic Actuators,hydraulic-actuators,Products - Hydraulic Actuators|Emerson,Browse Hydraulic Actuators products,Manufacturer|EMR Product Type|EMR Industry|EMR Application|EMR Actuation|EMR Power Source|EMR Control Type|EMR Valve Type|EMR Certifications|EMR Area Classification|EMR Operating Pressure|EMR Operating Temperature,EMR,,TRUE
FALSE,Hydronic-Heating,Heating-Controls,Hydronic Heating,hydronic-heating,,,EMR Platform|Manufacturer|EMR Industry|EMR Universal,CLIMATE,,TRUE
FALSE,Hygienic-Measurement,Measurement-Instrumentation,Hygienic Measurement,hygienic-measurement,Hygienic Measurement Products,,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|EMR Technology Type|EMR Communication Protocol|EMR Measurement Type|,EMR,,TRUE
FALSE,Hygienic-Measurement-Spare-Parts,Hygienic-Measurement,Hygienic Measurement Spare Parts,hygienic-measurement-spare-parts,Hygienic-Measurement-Spare-Parts | Emerson US,,Manufacturer|EMR Industry|EMR Compatability|EMR Product Type|EMR Item Type|,EMR,,TRUE
FALSE,Ignitors,Heating-Controls,Ignitors,ignitors,,,EMR Platform|Manufacturer|EMR Industry|EMR Universal,CLIMATE,,TRUE
TRUE,IMAP-Policy,Literature,IMAP Policy,m-imap-policy,,,,PROTEAM,IMAP Policy,TRUE
FALSE,Indoor-Air-Quality,Residential-Air-Conditioning,Indoor Air Quality,indoor-air-quality,,,EMR EER|EMR Application|EMR Refrigerant Type|EMR Capacity Range|EMR Hertz|EMR Voltage|EMR Platform|Manufacturer|EMR Industry|EMR Tandem Ready|EMR Sight Glass,CLIMATE,,TRUE
TRUE,INDOOR-OUTDOOR-FANS,EMERSON-FANS,Indoor / Outdoor,m-indoor-outdoor-fans,,,,FAN,Indoor / Outdoor,TRUE
FALSE,Indoor-Outdoor-Heating-Cables,Commercial-and-Residential-Solutions,Indoor-Outdoor Heating Cables,indoor-outdoor-heating-cables,,,EMR Platform|Manufacturer|EMR Industry|EMR Product Type|EMR Cable Length|EMR Voltage|EMR Length|EMR Housing|EMR Enclosure Type,EMR,,TRUE
FALSE,Ind-Ref-Refrigeration-Controls,Industrial-Refrigeration,Refrigeration Controls,industrial-refrigeration-controls,Refrigeration Controls for Industrial Refrigeration | Emerson,,Manufacturer|EMR Industry|EMR Application,CLIMATE,,TRUE
FALSE,Inductive-Proximity-Sensors,Sensors-Controls,Inductive Proximity Sensors,inductive-proximity-sensors,Products - Inductive Proximity Sensors | Emerson,Browse Inductive Proximity Sensors,EMR Industry|EMR Product Series|EMR Switching distance max.|EMR Supply voltage DC max.|EMR Protection class,EMR,,TRUE
FALSE,Industrial,Hermetic-Solutions,Industrial,industrial,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Industrial-Cable-and-Cord-Fittings,Industrial-Fittings,Industrial Cable and Cord Fittings,industrial-cable-cord-fittings,Products - Industrial Cable and Cord Fittings|Emerson,Browse Industrial Cable and Cord Fittings products,EMR Area Classification|EMR Certifications|EMR Product Type|EMR Material|EMR Finish|Manufacturer|EMR Industry,EMR,,TRUE
FALSE,Industrial-Cable-Monitoring,Industrial-Heat-Tracing,Industrial Cable Monitoring,industrial-cable-monitoring,Products - Industrial Cable Monitoring|Emerson,Browse Industrial Cable Monitoring products,EMR Industry,EMR,,TRUE
FALSE,Industrial-Circuit-Management,Industrial-Heat-Tracing,Industrial Circuit Management,industrial-circuit-management,Products - Industrial Circuit Management|Emerson,Browse Industrial Circuit Management products,EMR Industry,EMR,,TRUE
FALSE,Industrial-Conduit-Bodies-Boxes,Industrial-Fittings,Industrial Conduit Bodies and Boxes,industrial-conduit-bodies-boxes,Products - Industrial Conduit Bodies and Boxes|Emerson,Browse Industrial Conduit Bodies and Boxes products,EMR Area Classification|EMR Certifications|EMR Product Type|EMR Material|Manufacturer|EMR Industry,EMR,,TRUE
FALSE,Industrial-Conduit-Fittings,Industrial-Fittings,Industrial Conduit Fittings,industrial-conduit-fittings,Products - Industrial Conduit Fittings|Emerson,Browse Industrial Conduit Fittings products,EMR Area Classification|EMR Certifications|EMR Product Type|EMR Material|Manufacturer|EMR Industry,EMR,,TRUE
FALSE,Industrial-Controllers,Controls-and-Monitoring-Systems,Industrial Controllers,industrial-controllers,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Industrial-Control-Transformers,Control-Power-Solutions,Industrial Control Transformers,industrial-control-transformers,Products - Industrial Control Transformers|Emerson,Browse Industrial Control Transformers products,EMR Area Classification|EMR Certifications|EMR Primary Voltage|EMR Secondary Voltage|EMR Hertz|EMR Temperature Rise,EMR,,TRUE
FALSE,Industrial-Firestop-Solutions,Sealants-Firestop-Solutions,Industrial Firestop Solutions,industrial-firestop-solutions,Products - Industrial Firestop Solutions|Emerson,Browse Industrial Firestop Solutions products,EMR Area Classification|EMR Certifications|EMR Product Type,EMR,,TRUE
FALSE,Industrial-Fittings,Fittings,Industrial Fittings,industrial-fittings,Products - Industrial Fittings|Emerson,Browse Industrial Fittings products,Manufacturer|EMR Industry,EMR,,TRUE
FALSE,Industrial-Gas-Compression,Climate-Technologies,Industrial Gas Compression,industrial-gas-compression,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Industrial-Heat-Pumps,Refrigeration,Industrial Heat Pumps,industrial-heat-pumps,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Industrial-Heat-Tracing,Valves-Actuators-Regulators,Industrial Heat Tracing,industrial-heat-tracing,Products - Industrial Heat Tracing|Emerson,Browse Industrial Heat Tracing products,Manufacturer|EMR Industry,EMR,,TRUE
FALSE,Industrial-Pipe-Tracing-Cable,Industrial-Heat-Tracing,Industrial Pipe Tracing Cable,industrial-pipe-tracing-cable,Products - Industrial Pipe Tracing Cable|Emerson,Browse Industrial Pipe Tracing Cable products,EMR Product Type|EMR Amperage|EMR Voltage|EMR Wattage|EMR Length|EMR Industry,EMR,,TRUE
FALSE,Industrial-Power-Distribution,Industrial-Heat-Tracing,Industrial Power Distribution,industrial-power-distribution,Products - Industrial Power Distribution|Emerson,Browse Industrial Power Distribution products,EMR Industry,EMR,,TRUE
FALSE,Industrial-Reciprocating-Compressors,Industrial-Refrigeration,Industrial Reciprocating Compressors,industrial-reciprocating-compressors,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Industrial-Refrigeration,Refrigeration,Industrial Refrigeration,industrial-refrigeration,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Industrial-Refrigeration-Compressors,Refrigeration,Industrial Refrigeration Compressors,industrial-refrigeration-compressors,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Industrial-Refrigeration-Electronics,Industrial-Refrigeration,Industrial Refrigeration Electronics,industrial-refrigeration-electronics,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Industrial-Refrigeration-Genuine-Parts,Refrigeration,Industrial Refrigeration Genuine Parts,industrial-refrigeration-genuine-parts,,,EMR Platform|Manufacturer|EMR Industry,CLIMATE,,TRUE
FALSE,Industrial-Roof-Gutter-Deicing,Industrial-Heat-Tracing,Industrial Roof Gutter Deicing,industrial-roof-gutter-deicing,Products - Industrial Roof Gutter Deicing|Emerson,Browse Industrial Roof Gutter Deicing products,EMR Product Type|EMR Amperage|EMR Voltage|EMR Wattage|EMR Length|EMR Industry,EMR,,TRUE
